,phi,rho,te,s
7871,1.47,0.077,19268.877754241174,10000.0
7872,1.475,0.077,19295.02942931459,10000.0
7873,1.48,0.077,19320.976481860027,10000.0
7874,1.4849999999999999,0.077,19346.73206006637,10000.0
7875,1.49,0.077,19372.27941816079,10000.0
7876,1.495,0.077,19397.61552490189,10000.0
7877,1.5,0.077,19422.771316763614,10000.0
7878,1.0,0.078,199.9989233973149,10000.0
7879,1.005,0.078,205.16790203591572,399.99999999999983
7880,1.01,0.078,211.2890565527562,400.8067611823078
7881,1.015,0.078,223.49355628854636,407.4252007047488
7882,1.02,0.078,245.11307457982835,422.77339819841313
7883,1.025,0.078,280.5872235405006,450.5303308333838
7884,1.03,0.078,336.9110051941028,496.3766016269573
7885,1.035,0.078,424.9657133969219,568.9457642122545
7886,1.04,0.078,561.6305920940016,681.300999342536
7887,1.045,0.078,773.0884525433146,853.1890035618279
7888,1.05,0.078,1099.9793619379536,1114.457737696874
7889,1.055,0.078,1605.4888791419194,1510.2882075104449
7890,1.06,0.078,2388.004375840867,2109.1571516760887
7891,1.065,0.078,3600.902682431266,3014.941584114522
7892,1.07,0.078,5483.6003689507925,4385.4091296179595
7893,1.075,0.078,8410.317645167312,6460.469844487161
7894,1.08,0.078,12966.47083271987,9605.179784727217
7895,1.085,0.078,14415.443984157811,10000.0
7896,1.09,0.078,14811.459682339711,10000.0
7897,1.095,0.078,15099.947349427077,10000.0
7898,1.1,0.078,15331.5663436072,10000.0
7899,1.105,0.078,15526.855804926196,10000.0
7900,1.11,0.078,15696.617267420294,10000.0
7901,1.115,0.078,15847.339352776335,10000.0
7902,1.12,0.078,15983.2575938061,10000.0
7903,1.125,0.078,16107.310245311426,10000.0
7904,1.13,0.078,16221.628318584517,10000.0
7905,1.135,0.078,16327.80479472393,10000.0
7906,1.1400000000000001,0.078,16427.065302961684,10000.0
7907,1.145,0.078,16520.380399827016,10000.0
7908,1.15,0.078,16608.515900069833,10000.0
7909,1.155,0.078,16692.109075564484,10000.0
7910,1.16,0.078,16771.677294927715,10000.0
7911,1.165,0.078,16847.658296846515,10000.0
7912,1.17,0.078,16920.406658223634,10000.0
7913,1.175,0.078,16990.248112552807,10000.0
7914,1.18,0.078,17057.45731527702,10000.0
7915,1.185,0.078,17122.259688729653,10000.0
7916,1.19,0.078,17184.850123427936,10000.0
7917,1.195,0.078,17245.409725060283,10000.0
7918,1.2,0.078,17304.11480409168,10000.0
7919,1.205,0.078,17361.081108560473,10000.0
7920,1.21,0.078,17416.434676001914,10000.0
7921,1.215,0.078,17470.309133489398,10000.0
7922,1.22,0.078,17522.77449724326,10000.0
7923,1.225,0.078,17573.929458171217,10000.0
7924,1.23,0.078,17623.865078478666,10000.0
7925,1.235,0.078,17672.637753709125,10000.0
7926,1.24,0.078,17720.33491058118,10000.0
7927,1.245,0.078,17766.986773667533,10000.0
7928,1.25,0.078,17812.70570813686,10000.0
7929,1.255,0.078,17857.4869316513,10000.0
7930,1.26,0.078,17901.398940109157,10000.0
7931,1.2650000000000001,0.078,17944.496090948618,10000.0
7932,1.27,0.078,17986.790401702896,10000.0
7933,1.275,0.078,18028.34527138419,10000.0
